time,car_x,car_y,steering_angle,current_velocity,position_error,cmd_vel_out
95.396,407.297,-244.303,-0.0383,2.41,2.73,2.25
95.595,407.375,-244.395,-0.0418,2.41,2.82,2.29
95.800,407.393,-244.417,-0.0426,2.30,2.79,2.25
95.995,407.455,-244.490,-0.0454,2.30,2.69,2.15
96.196,407.497,-244.540,-0.0406,2.19,2.63,2.14
96.396,407.536,-244.586,-0.0423,2.19,2.57,2.08
96.624,407.572,-244.628,-0.0440,2.19,2.51,2.02
96.843,407.605,-244.668,-0.0339,2.05,2.94,2.48
97.007,407.639,-244.709,-0.0350,2.05,2.89,2.42
97.196,407.714,-244.798,-0.0348,2.22,2.94,2.47
97.396,407.765,-244.858,-0.0364,2.22,2.86,2.39
97.596,407.791,-244.889,-0.0372,2.22,2.82,2.34
97.796,407.833,-244.939,-0.0322,2.22,2.94,2.50
97.996,407.880,-244.996,-0.0335,2.34,2.86,2.42
98.196,407.909,-245.029,-0.0331,2.34,2.82,2.39
98.396,407.947,-245.075,-0.0342,2.34,2.76,2.33
98.596,407.993,-245.131,-0.0335,2.40,2.69,2.27
98.796,408.038,-245.184,-0.0349,2.40,2.62,2.20
98.996,408.081,-245.235,-0.0363,2.40,2.55,2.13
99.195,408.105,-245.265,-0.0371,2.20,2.51,2.09
99.396,408.164,-245.335,-0.0294,2.20,2.80,2.42
99.595,408.202,-245.381,-0.0303,2.31,2.74,2.36
99.796,408.260,-245.451,-0.0318,2.31,2.65,2.26
99.996,408.299,-245.497,-0.0329,2.31,2.59,2.20
100.196,408.352,-245.562,-0.0311,2.23,2.78,2.38
100.401,408.387,-245.603,-0.0320,2.23,2.73,2.32
100.596,408.430,-245.655,-0.0332,2.23,2.66,2.25
100.796,408.454,-245.685,-0.0218,2.27,2.94,2.64
100.996,408.509,-245.751,-0.0225,2.27,2.86,2.55
101.195,408.569,-245.823,-0.0234,2.41,2.76,2.46
101.396,408.627,-245.894,-0.0215,2.41,2.89,2.60
101.596,408.665,-245.940,-0.0220,2.41,2.83,2.54
101.796,408.691,-245.971,-0.0177,2.48,2.98,2.72
101.995,408.771,-246.069,-0.0185,2.48,2.85,2.60
102.196,408.793,-246.096,-0.0187,2.56,2.82,2.56
102.396,408.856,-246.173,-0.0194,2.56,2.72,2.46
102.596,408.918,-246.247,-0.0259,2.56,2.78,2.44
102.798,408.958,-246.297,-0.0268,2.47,2.72,2.38
102.996,408.999,-246.346,-0.0276,2.47,2.65,2.31
103.197,409.028,-246.382,-0.0216,2.47,2.85,2.56
103.396,409.070,-246.433,-0.0222,2.49,2.79,2.50
103.596,409.117,-246.491,-0.0152,2.49,2.71,2.51
103.796,409.190,-246.580,-0.0158,2.47,2.60,2.40
103.996,409.220,-246.617,-0.0160,2.47,2.55,2.35
104.196,409.267,-246.675,-0.0165,2.47,2.48,2.28
104.396,409.312,-246.730,-0.0075,2.55,2.80,2.69
104.596,409.353,-246.780,-0.0075,2.55,2.73,2.63
104.796,409.405,-246.844,-0.0074,2.55,2.65,2.55
104.996,409.443,-246.891,-0.0074,2.53,2.59,2.49
105.196,409.521,-246.985,-0.0071,2.53,2.73,2.64
105.396,409.538,-247.007,-0.0071,2.53,2.71,2.61
106.807,409.560,-247.034,-0.0071,2.58,2.67,2.58
107.020,409.604,-247.088,-0.0071,2.58,2.60,2.51
107.196,409.697,-247.203,-0.0075,2.49,2.76,2.66
107.396,409.747,-247.264,-0.0075,2.49,2.69,2.59
107.596,409.771,-247.294,-0.0083,2.49,2.86,2.74
107.796,409.816,-247.349,-0.0084,2.65,2.79,2.67
107.996,409.879,-247.427,-0.0086,2.65,2.69,2.58
108.195,409.922,-247.480,-0.0088,2.55,2.62,2.51
108.397,409.988,-247.561,-0.0090,2.55,2.51,2.40
108.595,410.044,-247.630,-0.0137,2.55,2.63,2.46
108.796,410.085,-247.681,-0.0141,2.47,2.57,2.39
108.996,410.121,-247.726,-0.0145,2.47,2.51,2.33
109.196,410.149,-247.761,-0.0046,2.47,2.79,2.72
109.396,410.201,-247.825,-0.0045,2.57,2.70,2.64
109.596,410.236,-247.868,-0.0045,2.57,2.65,2.59
109.796,410.276,-247.917,-0.0044,2.57,2.59,2.53
109.996,410.322,-247.975,-0.0013,2.60,2.78,2.76
110.196,410.355,-248.015,-0.0011,2.60,2.73,2.71
110.396,410.420,-248.095,-0.0008,2.60,2.62,2.61
110.618,410.442,-248.123,-0.0007,2.63,2.59,2.58
110.802,410.499,-248.194,0.0123,2.63,2.67,2.51
110.995,410.572,-248.285,0.0138,2.49,2.55,2.38
111.196,410.590,-248.307,0.0142,2.49,2.52,2.35
111.397,410.611,-248.333,0.0147,2.49,2.49,2.31
111.598,410.662,-248.396,0.0101,2.49,2.41,2.29
111.795,410.733,-248.484,0.0115,2.36,2.29,2.17
111.996,410.767,-248.527,0.0122,2.36,2.24,2.11
112.198,410.807,-248.576,0.0131,2.20,2.18,2.04
112.396,410.850,-248.629,0.0142,2.20,2.11,1.96
112.595,410.899,-248.690,0.0030,2.20,2.57,2.53
112.795,410.940,-248.740,0.0033,2.39,2.51,2.47
112.997,410.976,-248.786,0.0035,2.39,2.45,2.41
113.200,411.004,-248.820,0.0037,2.39,2.41,2.36
113.396,411.038,-248.862,0.0060,2.35,2.75,2.67
113.596,411.092,-248.929,0.0065,2.35,2.66,2.58
113.808,411.134,-248.981,0.0069,2.35,2.60,2.51
113.996,411.175,-249.033,0.0043,2.47,2.77,2.71
114.196,411.216,-249.083,0.0046,2.47,2.70,2.64
114.396,411.262,-249.140,0.0049,2.47,2.63,2.56
114.599,411.334,-249.230,0.0100,2.55,2.68,2.55
114.796,411.380,-249.286,0.0106,2.55,2.61,2.48
115.002,411.383,-249.289,0.0106,2.55,2.61,2.47
115.214,411.442,-249.363,0.0115,2.50,2.51,2.37
115.396,411.489,-249.422,0.0141,2.50,2.71,2.52
115.597,411.528,-249.470,0.0148,2.52,2.64,2.46
115.796,411.582,-249.537,0.0158,2.52,2.56,2.36
115.996,411.618,-249.581,0.0108,2.52,2.74,2.60
116.196,411.669,-249.644,0.0114,2.51,2.66,2.52
116.395,411.709,-249.693,0.0120,2.51,2.60,2.45
116.596,411.745,-249.738,0.0125,2.51,2.54,2.39
116.796,411.785,-249.788,-0.0090,2.56,2.72,2.60
116.996,411.814,-249.823,-0.0094,2.56,2.68,2.55
117.196,411.867,-249.890,-0.0100,2.56,2.59,2.47
117.399,411.919,-249.954,0.0036,2.56,2.77,2.72
117.596,411.982,-250.031,0.0039,2.48,2.67,2.61
117.797,411.998,-250.051,0.0040,2.48,2.64,2.59
117.997,412.045,-250.109,0.0030,2.53,2.88,2.84
118.196,412.108,-250.188,0.0032,2.53,2.78,2.73
118.396,412.149,-250.238,0.0034,2.53,2.71,2.67
118.596,412.194,-250.294,0.0034,2.62,2.64,2.60
118.796,412.215,-250.321,0.0034,2.62,2.61,2.56
118.995,412.277,-250.397,0.0037,2.62,2.51,2.46
119.195,412.334,-250.467,0.0071,2.48,2.42,2.33
119.396,412.363,-250.503,0.0074,2.48,2.37,2.29
119.595,412.408,-250.559,0.0078,2.48,2.30,2.21
119.795,412.449,-250.609,0.0082,2.34,2.24,2.14
119.996,412.499,-250.671,-0.0266,2.34,2.71,2.37
120.196,412.546,-250.729,-0.0281,2.34,2.63,2.29
120.396,412.570,-250.759,-0.0290,2.33,2.59,2.24
120.601,412.570,-250.759,-0.0290,2.33,2.59,2.24
120.796,412.663,-250.874,0.0080,2.33,2.73,2.63
120.996,412.683,-250.899,0.0082,2.49,2.70,2.59
121.196,412.736,-250.964,0.0087,2.49,2.62,2.50
121.400,412.778,-251.017,0.0092,2.49,2.55,2.43
121.596,412.819,-251.067,-0.0453,2.34,2.72,2.17
121.796,412.848,-251.103,-0.0468,2.34,2.67,2.11
121.996,412.877,-251.140,-0.0485,2.34,2.62,2.06
122.196,412.926,-251.200,-0.0314,2.18,2.55,2.18
122.396,412.961,-251.243,-0.0327,2.18,2.49,2.11
122.596,413.016,-251.312,-0.0349,2.18,2.40,2.02
122.796,413.084,-251.397,-0.0454,2.12,2.82,2.25
122.996,413.117,-251.437,-0.0470,2.12,2.77,2.19
123.196,413.145,-251.473,-0.0485,2.17,2.72,2.14
123.396,413.182,-251.518,-0.0504,2.17,2.67,2.07
123.596,413.228,-251.577,-0.0448,2.17,2.79,2.23
123.796,413.268,-251.626,-0.0467,2.17,2.72,2.16
123.996,413.298,-251.663,-0.0481,2.17,2.68,2.10
124.196,413.325,-251.697,-0.0444,2.17,2.95,2.37
124.396,413.399,-251.790,-0.0476,2.25,2.84,2.23
124.602,413.399,-251.790,-0.0476,2.25,2.84,2.23
124.796,413.469,-251.878,-0.0435,2.24,2.72,2.19
124.996,413.517,-251.938,-0.0456,2.24,2.64,2.10
125.200,413.538,-251.965,-0.0466,2.24,2.61,2.07
125.395,413.580,-252.018,-0.0491,2.11,2.54,1.99
125.596,413.613,-252.060,-0.0508,2.11,2.49,1.93
125.796,413.659,-252.117,-0.0533,2.11,2.42,1.85
125.996,413.684,-252.150,-0.0326,1.94,3.06,2.60
126.196,413.722,-252.198,-0.0335,1.94,3.00,2.53
126.396,413.765,-252.251,-0.0346,1.94,2.93,2.46
126.596,413.799,-252.295,-0.0305,2.28,3.07,2.63
126.796,413.834,-252.340,-0.0313,2.28,3.01,2.57
127.022,413.872,-252.388,-0.0322,2.28,2.95,2.51
127.196,413.943,-252.478,-0.0309,2.37,3.02,2.58
127.396,413.967,-252.509,-0.0314,2.37,2.98,2.54
127.597,414.002,-252.554,-0.0323,2.42,2.92,2.48
127.796,414.037,-252.598,-0.0331,2.42,2.86,2.43
127.996,414.089,-252.665,-0.0305,2.42,2.96,2.54
128.196,414.115,-252.698,-0.0310,2.46,2.92,2.50
128.396,414.172,-252.771,-0.0324,2.46,2.83,2.40
128.596,414.196,-252.802,-0.0330,2.46,2.79,2.36
128.796,414.232,-252.847,-0.0213,2.36,3.04,2.74
128.996,414.282,-252.912,-0.0219,2.36,2.96,2.65
129.196,414.323,-252.964,-0.0225,2.36,2.90,2.59
129.402,414.359,-253.011,-0.0230,2.51,2.84,2.53
129.596,414.434,-253.107,-0.0147,2.51,2.89,2.68
129.795,414.481,-253.168,-0.0150,2.60,2.81,2.61
129.995,414.518,-253.215,-0.0152,2.60,2.75,2.55
130.211,414.563,-253.274,-0.0156,2.60,2.68,2.48
130.396,414.597,-253.318,-0.0158,2.51,2.87,2.65
130.596,414.658,-253.397,-0.0163,2.51,2.77,2.55
130.796,414.700,-253.450,-0.0166,2.51,2.70,2.49
130.996,414.764,-253.533,-0.0177,2.50,2.60,2.38
131.195,414.782,-253.557,-0.0179,2.50,2.57,2.35
131.397,414.822,-253.608,-0.0184,2.50,2.50,2.28
131.596,414.876,-253.679,-0.0158,2.35,2.92,2.70
131.795,414.938,-253.759,-0.0163,2.35,2.82,2.60
131.996,414.974,-253.805,-0.0166,2.54,2.76,2.54
132.196,415.003,-253.843,-0.0095,2.54,2.88,2.74
132.396,415.044,-253.896,-0.0096,2.54,2.81,2.68
132.600,415.082,-253.947,-0.0096,2.62,2.75,2.62
132.796,415.125,-254.003,-0.0032,2.62,2.84,2.80
132.996,415.182,-254.076,-0.0029,2.62,2.75,2.71
133.196,415.219,-254.125,-0.0027,2.69,2.69,2.65
133.395,415.271,-254.192,-0.0002,2.69,2.78,2.77
133.597,415.315,-254.250,0.0002,2.69,2.70,2.70
133.795,415.358,-254.306,0.0006,2.70,2.63,2.62
133.996,415.424,-254.393,-0.0025,2.70,2.52,2.49
134.196,415.465,-254.446,-0.0023,2.55,2.46,2.43
134.396,415.506,-254.499,-0.0123,2.55,2.82,2.65
134.596,415.549,-254.556,-0.0127,2.55,2.75,2.58
134.796,415.591,-254.610,-0.0130,2.58,2.68,2.51
134.996,415.631,-254.662,-0.0134,2.58,2.61,2.44
135.197,415.681,-254.728,0.0033,2.58,2.68,2.63
135.396,415.714,-254.772,0.0037,2.59,2.62,2.57
135.596,415.761,-254.833,0.0043,2.59,2.54,2.49
135.812,415.794,-254.875,0.0047,2.59,2.49,2.43
135.996,415.874,-254.980,0.0059,2.47,2.36,2.29
136.222,415.893,-255.006,0.0078,2.47,2.45,2.36
136.396,415.945,-255.074,0.0087,2.47,2.36,2.26
136.596,416.004,-255.151,0.0099,2.32,2.27,2.16
137.527,416.015,-255.166,0.0118,2.32,2.61,2.47
138.145,416.031,-255.187,0.0121,2.32,2.59,2.44
138.345,416.101,-255.278,0.0136,2.37,2.47,2.31
138.546,416.158,-255.352,0.0250,2.37,2.67,2.35
138.746,416.195,-255.402,0.0264,2.37,2.60,2.28
138.946,416.214,-255.427,0.0271,2.32,2.57,2.25
139.146,416.268,-255.497,0.0401,2.32,2.62,2.15
139.354,416.290,-255.526,0.0413,2.32,2.59,2.10
139.546,416.339,-255.590,0.0236,2.19,2.73,2.42
139.746,416.376,-255.639,0.0248,2.19,2.66,2.35
139.946,416.398,-255.667,0.0255,2.19,2.63,2.31
140.146,416.444,-255.728,0.0350,2.30,2.55,2.14
140.346,416.481,-255.776,0.0367,2.30,2.49,2.07
140.546,416.537,-255.849,0.0394,2.11,2.40,1.97
140.746,416.556,-255.874,0.0364,2.11,2.80,2.33
140.979,416.587,-255.914,0.0376,2.11,2.75,2.28
141.150,416.623,-255.961,0.0392,2.11,2.69,2.21
141.346,416.657,-256.005,0.0352,2.22,2.83,2.38
141.546,416.681,-256.037,0.0361,2.22,2.79,2.33
141.751,416.717,-256.083,0.0413,2.22,2.74,2.23
142.000,416.753,-256.130,0.0429,2.25,2.68,2.16
142.200,416.824,-256.222,0.0465,2.25,2.56,2.03
142.397,416.859,-256.267,0.0556,2.11,2.95,2.24
142.596,416.893,-256.311,0.0575,2.11,2.90,2.17
142.795,416.934,-256.364,0.0387,2.11,3.08,2.53
142.996,416.974,-256.416,0.0401,2.30,3.01,2.46
143.196,417.000,-256.450,0.0532,2.30,3.12,2.39
143.396,417.033,-256.493,0.0548,2.30,3.07,2.33
143.596,417.097,-256.575,0.0582,2.30,2.97,2.22
143.796,417.122,-256.607,0.0596,2.30,2.92,2.17
143.997,417.141,-256.631,0.0667,2.30,2.90,2.07
144.195,417.212,-256.723,0.0717,2.15,2.78,1.94
144.399,417.212,-256.723,0.0717,2.15,2.78,1.94
144.595,417.263,-256.787,0.0659,2.15,3.05,2.19
144.798,417.281,-256.811,0.0670,2.17,3.02,2.16
144.996,417.342,-256.888,0.0708,2.17,2.92,2.05
145.196,417.383,-256.941,0.0708,2.16,3.04,2.13
145.396,417.419,-256.986,0.0730,2.16,2.98,2.07
145.596,417.467,-257.047,0.0763,2.16,2.91,1.98
145.796,417.491,-257.077,0.0712,2.14,3.02,2.12
145.996,417.525,-257.120,0.0733,2.14,2.97,2.06
146.196,417.588,-257.200,0.0775,2.04,2.86,1.94
146.396,417.625,-257.247,0.0801,2.04,2.81,1.88
146.596,417.651,-257.279,0.0820,2.04,2.76,1.83
146.796,417.684,-257.320,0.0734,2.03,2.87,1.99
146.996,417.725,-257.372,0.0760,2.03,2.81,1.92
147.196,417.762,-257.418,0.0538,2.03,3.05,2.33
147.396,417.793,-257.457,0.0550,2.18,3.00,2.28
147.596,417.815,-257.484,0.0558,2.18,2.97,2.24
147.800,417.848,-257.525,0.0474,2.18,3.02,2.38
148.002,417.891,-257.578,0.0488,2.25,2.95,2.31
148.196,417.919,-257.613,0.0498,2.25,2.91,2.27
148.396,417.963,-257.668,0.0467,2.25,3.10,2.46
148.596,418.007,-257.722,0.0481,2.33,3.03,2.38
148.796,418.065,-257.793,0.0465,2.33,3.12,2.47
149.009,418.081,-257.813,0.0469,2.33,3.10,2.45
149.196,418.151,-257.899,0.0491,2.37,2.98,2.33
149.400,418.178,-257.932,0.0501,2.37,2.94,2.29
149.596,418.230,-257.997,0.0396,2.40,2.96,2.43
149.795,418.254,-258.026,0.0402,2.40,2.92,2.39
149.996,418.293,-258.074,0.0412,2.40,2.86,2.33
150.196,418.339,-258.129,0.0311,2.35,3.05,2.61
150.395,418.373,-258.172,0.0316,2.35,2.99,2.56
150.607,418.431,-258.242,0.0325,2.35,2.90,2.47
150.796,418.508,-258.335,0.0276,2.45,2.98,2.60
150.996,418.548,-258.384,0.0281,2.45,2.92,2.54
151.196,418.577,-258.419,0.0284,2.50,2.87,2.49
151.409,418.616,-258.466,0.0236,2.50,2.81,2.50
151.596,418.677,-258.540,0.0242,2.50,2.72,2.41
151.796,418.718,-258.590,0.0292,2.44,2.65,2.29
151.995,418.741,-258.617,0.0296,2.44,2.62,2.26
152.254,418.778,-258.662,0.0114,2.44,3.03,2.87
152.446,418.842,-258.739,0.0112,2.62,2.93,2.77
152.646,418.883,-258.788,0.0111,2.62,2.87,2.72
152.846,418.924,-258.838,0.0109,2.62,2.80,2.66
153.046,418.990,-258.917,0.0107,2.58,2.70,2.56
153.265,419.020,-258.953,0.0106,2.58,2.66,2.52
153.457,419.092,-259.040,0.0009,2.50,2.54,2.53
153.653,419.124,-259.078,0.0004,2.50,2.49,2.49
153.846,419.170,-259.132,-0.0003,2.50,2.42,2.42
154.046,419.222,-259.195,-0.0040,2.43,2.87,2.81
154.246,419.288,-259.274,-0.0052,2.43,2.76,2.69
154.446,419.329,-259.323,-0.0059,2.59,2.70,2.62
154.669,419.374,-259.376,-0.0068,2.59,2.63,2.54
154.846,419.428,-259.441,0.0032,2.59,2.79,2.75
155.046,419.473,-259.495,0.0029,2.66,2.72,2.68
155.245,419.516,-259.547,0.0025,2.66,2.65,2.62
155.445,419.550,-259.587,0.0023,2.66,2.60,2.57
155.645,419.592,-259.637,-0.0120,2.66,2.72,2.56
155.846,419.656,-259.712,-0.0135,2.57,2.62,2.45
156.046,419.699,-259.764,-0.0147,2.57,2.55,2.37
156.246,419.734,-259.805,-0.0157,2.57,2.50,2.31
156.449,419.764,-259.842,-0.0080,2.42,2.77,2.66
156.646,419.806,-259.891,-0.0088,2.42,2.71,2.59
156.855,419.828,-259.917,-0.0092,2.42,2.67,2.55
157.047,419.893,-259.995,-0.0223,2.56,2.57,2.30
157.281,419.893,-259.995,-0.0223,2.56,2.57,2.30
157.496,419.939,-260.050,-0.0239,2.56,2.50,2.22
157.696,419.988,-260.108,-0.0257,2.56,2.43,2.13
157.896,420.023,-260.150,-0.0271,2.31,2.37,2.07
158.096,420.078,-260.215,-0.0295,2.31,2.29,1.97
158.297,420.103,-260.244,-0.0306,2.31,2.25,1.93
158.496,420.199,-260.359,-0.0294,2.16,2.10,1.81
158.702,420.201,-260.362,-0.0295,2.16,2.09,1.81
158.896,420.271,-260.445,-0.0330,2.02,1.98,1.68
159.096,420.295,-260.473,-0.0344,2.02,1.95,1.64
159.296,420.332,-260.517,-0.0365,2.02,1.89,1.58
159.496,420.385,-260.581,-0.0103,2.10,2.63,2.50
159.696,420.414,-260.616,-0.0106,2.10,2.59,2.45
159.896,420.449,-260.657,-0.0111,2.10,2.53,2.40
160.096,420.483,-260.698,-0.0025,2.24,2.84,2.80
160.296,420.521,-260.743,-0.0026,2.24,2.78,2.74
160.496,420.562,-260.792,-0.0027,2.24,2.71,2.68
160.732,420.578,-260.811,-0.0027,2.24,2.69,2.65
160.895,420.644,-260.890,-0.0078,2.54,2.79,2.68
161.096,420.684,-260.939,-0.0082,2.54,2.72,2.62
161.296,420.724,-260.986,-0.0085,2.56,2.66,2.55
161.496,420.768,-261.039,-0.0090,2.56,2.59,2.48
161.701,420.822,-261.104,-0.0096,2.56,2.51,2.39
161.896,420.865,-261.154,-0.0148,2.44,2.73,2.53
162.097,420.895,-261.191,-0.0153,2.44,2.68,2.48
162.296,420.956,-261.264,-0.0058,2.44,2.98,2.89
162.496,421.021,-261.341,-0.0061,2.65,2.88,2.79
162.696,421.082,-261.415,-0.0065,2.65,2.78,2.69
162.895,421.109,-261.447,-0.0067,2.64,2.74,2.65
163.097,421.164,-261.512,-0.0023,2.64,2.73,2.70
163.296,421.202,-261.558,-0.0024,2.64,2.67,2.64
163.496,421.261,-261.629,-0.0024,2.64,2.58,2.55
163.696,421.300,-261.675,-0.0025,2.64,2.52,2.49
163.896,421.348,-261.732,-0.0143,2.64,2.81,2.61
164.096,421.387,-261.780,-0.0149,2.59,2.74,2.55
164.295,421.418,-261.816,0.0032,2.59,2.95,2.90
164.496,421.458,-261.865,0.0034,2.59,2.89,2.84
164.696,421.519,-261.938,0.0037,2.72,2.79,2.74
164.896,421.564,-261.991,-0.0072,2.72,2.72,2.63
165.096,421.603,-262.038,-0.0075,2.72,2.66,2.56
165.316,421.636,-262.078,-0.0078,2.58,2.61,2.51
165.496,421.680,-262.131,-0.0151,2.58,2.81,2.61
165.696,421.722,-262.181,-0.0158,2.58,2.75,2.54
165.899,421.788,-262.260,-0.0169,2.55,2.65,2.43
166.096,421.818,-262.296,-0.0175,2.55,2.60,2.38
166.297,421.896,-262.390,-0.0191,2.39,2.48,2.25
166.496,421.951,-262.456,-0.0336,2.39,2.56,2.17
166.698,421.993,-262.506,-0.0353,2.39,2.50,2.09
166.896,422.016,-262.534,-0.0363,2.22,2.46,2.05
167.096,422.057,-262.583,-0.0380,2.22,2.40,1.98
167.296,422.102,-262.637,-0.0527,2.22,2.33,1.79
167.521,422.134,-262.676,-0.0549,2.01,2.28,1.73
167.733,422.183,-262.736,-0.0585,2.01,2.20,1.64
167.896,422.238,-262.801,-0.0628,2.01,2.11,1.54
169.271,422.257,-262.825,-0.0645,2.12,2.08,1.51
169.446,422.314,-262.894,-0.0696,2.12,1.99,1.41
169.646,422.350,-262.937,-0.0432,1.96,2.60,2.09
169.845,422.392,-262.988,-0.0450,1.96,2.53,2.02
170.059,422.423,-263.026,-0.0464,1.96,2.48,1.97
170.246,422.462,-263.074,-0.0482,1.98,2.42,1.90
170.446,422.482,-263.098,-0.0397,1.98,2.79,2.29
170.646,422.520,-263.145,-0.0410,1.98,2.73,2.22
170.845,422.574,-263.211,-0.0430,2.11,2.64,2.13
171.046,422.617,-263.263,-0.0447,2.11,2.57,2.06
171.246,422.648,-263.301,-0.0426,2.06,2.83,2.29
171.451,422.693,-263.357,-0.0442,2.06,2.76,2.22
171.646,422.724,-263.396,-0.0454,2.06,2.71,2.16
171.846,422.753,-263.431,-0.0308,2.15,2.67,2.28
172.047,422.798,-263.486,-0.0318,2.15,2.59,2.21
172.246,422.838,-263.536,-0.0328,2.15,2.53,2.15
172.446,422.840,-263.537,-0.0329,2.15,2.53,2.14
172.646,422.895,-263.606,-0.0222,2.16,2.97,2.66
172.846,422.944,-263.667,-0.0228,2.16,2.89,2.58
173.046,422.981,-263.712,-0.0233,2.39,2.83,2.52
173.245,423.006,-263.743,-0.0144,2.39,3.08,2.87
173.446,423.045,-263.791,-0.0145,2.39,3.02,2.81
173.647,423.082,-263.837,-0.0146,2.56,2.96,2.75
173.846,423.132,-263.900,-0.0154,2.56,3.17,2.93
174.046,423.173,-263.950,-0.0156,2.56,3.10,2.87
174.246,423.216,-264.004,-0.0158,2.64,3.04,2.80
174.445,423.280,-264.083,-0.0162,2.64,2.93,2.70
174.655,423.280,-264.083,-0.0162,2.64,2.93,2.70
174.846,423.379,-264.206,-0.0009,2.61,2.91,2.89
175.049,423.403,-264.237,-0.0007,2.61,2.87,2.86
175.246,423.460,-264.307,-0.0001,2.71,2.78,2.78
175.445,423.504,-264.363,-0.0159,2.71,2.71,2.50
175.646,423.528,-264.392,-0.0161,2.71,2.67,2.46
175.845,423.591,-264.472,-0.0167,2.71,2.57,2.36
176.046,423.616,-264.502,0.0040,2.50,3.08,3.02
176.246,423.656,-264.553,0.0046,2.50,3.02,2.95
176.447,423.720,-264.633,0.0055,2.73,2.92,2.84
176.646,423.781,-264.709,0.0047,2.73,2.82,2.75
176.846,423.830,-264.771,0.0054,2.73,2.74,2.67
177.047,423.870,-264.821,0.0060,2.68,2.68,2.60
177.245,423.910,-264.870,-0.0068,2.68,2.92,2.82
177.446,423.952,-264.923,-0.0068,2.68,2.85,2.75
177.646,424.009,-264.995,-0.0068,2.75,2.76,2.66
177.846,424.067,-265.067,-0.0068,2.75,2.66,2.57
178.046,424.097,-265.105,0.0005,2.75,2.61,2.61
178.246,424.139,-265.158,0.0009,2.63,2.55,2.54
178.446,424.181,-265.211,0.0012,2.63,2.48,2.46
178.646,424.224,-265.264,0.0016,2.63,2.41,2.39
178.846,424.296,-265.355,0.0017,2.47,2.71,2.69
179.046,424.364,-265.441,0.0022,2.47,2.60,2.57
179.247,424.405,-265.492,0.0026,2.60,2.54,2.50
179.446,424.452,-265.552,0.0031,2.60,2.46,2.42
179.646,424.496,-265.607,0.0173,2.60,2.57,2.35
179.863,424.529,-265.648,0.0182,2.44,2.51,2.29
180.046,424.613,-265.754,0.0208,2.44,2.38,2.14
180.245,424.641,-265.789,0.0217,2.29,2.33,2.09
180.447,424.693,-265.854,0.0235,2.29,2.25,2.00
180.646,424.729,-265.900,0.0249,2.29,2.19,1.94
180.846,424.772,-265.954,0.0267,2.13,2.12,1.86
181.046,424.797,-265.986,0.0185,2.13,2.85,2.60
181.245,424.848,-266.049,0.0197,2.41,2.77,2.51
181.446,424.915,-266.133,0.0213,2.41,2.67,2.40
181.646,424.955,-266.184,0.0094,2.41,2.82,2.69
181.846,424.981,-266.216,0.0097,2.52,2.77,2.64
182.050,425.038,-266.288,0.0104,2.52,2.68,2.55
182.245,425.075,-266.335,0.0108,2.52,2.62,2.48
182.446,425.114,-266.384,0.0114,2.47,2.56,2.42
182.646,425.157,-266.437,0.0076,2.47,2.49,2.40
182.846,425.217,-266.512,0.0082,2.36,2.40,2.30
183.046,425.238,-266.539,0.0084,2.36,2.36,2.26
183.246,425.298,-266.613,0.0071,2.36,2.84,2.74
183.446,425.315,-266.635,0.0072,2.36,2.81,2.71
183.646,425.374,-266.709,0.0076,2.48,2.72,2.62
183.846,425.420,-266.766,0.0080,2.48,2.64,2.54
184.052,425.430,-266.780,0.0085,2.48,2.63,2.52
184.246,425.493,-266.858,0.0091,2.47,2.53,2.41
184.446,425.545,-266.923,0.0097,2.47,2.44,2.33
184.646,425.571,-266.956,0.0100,2.36,2.40,2.28
184.846,425.610,-267.005,0.0104,2.36,2.34,2.22
185.046,425.663,-267.071,0.0083,2.36,2.79,2.68
185.246,425.703,-267.121,0.0086,2.50,2.73,2.61
185.446,425.724,-267.147,0.0088,2.50,2.69,2.58
185.646,425.803,-267.245,0.0095,2.42,2.57,2.45
185.846,425.841,-267.294,0.0099,2.42,2.50,2.38
186.046,425.897,-267.363,0.0001,2.42,2.75,2.75
186.255,425.932,-267.407,0.0000,2.52,2.70,2.70
186.445,425.985,-267.474,0.0141,2.52,2.90,2.70
186.646,426.008,-267.502,0.0144,2.52,2.86,2.66
186.858,426.054,-267.560,0.0151,2.66,2.79,2.59
187.052,426.102,-267.619,0.0019,2.66,2.87,2.84
187.246,426.182,-267.720,0.0019,2.71,2.74,2.72
187.446,426.244,-267.797,0.0019,2.71,2.64,2.62
187.645,426.284,-267.847,0.0019,2.71,2.58,2.56
187.846,426.318,-267.889,-0.0033,2.67,2.68,2.63
188.046,426.375,-267.960,-0.0036,2.67,2.59,2.54
188.251,426.405,-267.998,-0.0038,2.67,2.54,2.49
188.454,426.457,-268.063,-0.0139,2.54,2.73,2.55
188.646,426.509,-268.127,-0.0149,2.54,2.65,2.46
188.857,426.541,-268.167,-0.0111,2.54,2.79,2.64
189.046,426.586,-268.224,-0.0118,2.58,2.72,2.56
189.246,426.633,-268.283,-0.0125,2.58,2.64,2.48
189.446,426.657,-268.313,-0.0129,2.58,2.60,2.44
189.646,426.709,-268.378,-0.0079,2.44,2.71,2.60
189.848,426.778,-268.464,-0.0086,2.44,2.60,2.49
190.063,426.825,-268.522,-0.0091,2.47,2.52,2.41
